Time stamp,X-axis reading,Y-axis reading,Z-axis reading,labels
80252,1809,2485,2010,4
80253,1904,2380,2014,7
80254,1975,2375,2117,1
80255,1949,2384,2063,5
80256,1907,2381,1967,7
80257,1889,2383,2053,7
80258,1886,2381,1992,7
80259,1925,2388,2056,7
80260,1983,2353,2155,1
80261,1908,2386,1973,7
80262,1890,2382,2001,7
80263,1870,2375,2072,7
80264,1951,2378,2107,1
80265,1826,2584,2076,4
80266,1884,2339,2023,4
80267,1930,2390,1979,7
80268,1943,2314,2245,5
80269,1885,2379,1984,3
80270,1854,2574,2044,4
80271,1884,2382,2089,7
80272,1902,2383,1973,7
80273,1891,2391,2032,3
80274,1987,2359,2169,1
80275,1932,2327,2100,5
80276,1893,2383,1997,7
80277,1967,2366,2135,1
80278,1898,2383,1981,7
80279,1857,2425,2091,4
80280,1902,2387,1983,7
80281,1868,2379,2063,7
80282,1960,2377,2111,1
80283,1891,2483,2072,4
80284,1964,2374,2120,1
80285,1872,2397,2027,7
80286,1902,2298,2044,4
80287,1883,2377,2093,1
80288,1908,2384,1982,7
80289,1851,2330,2159,3
80290,1895,2371,2024,3
80291,1949,2387,2089,1
80292,1954,2381,2109,1
80293,1898,2283,2053,4
80294,1971,2375,2120,1
80295,1906,2387,2034,3
80296,1888,2377,1981,7
80297,1964,2376,2114,1
80298,1971,2366,2136,1
80299,1896,2381,1994,7
80300,1904,2387,1990,7
80301,1841,2398,2127,4
80302,1939,2266,2090,5
80303,1910,2384,1978,7
80304,1976,2371,2126,1
80305,1917,2386,1982,7
80306,1924,2387,2067,7
80307,1897,2256,2042,4
80308,1876,2376,1996,3
80309,1840,2328,2061,4
80310,1955,2376,2096,1
80311,1775,2347,2033,4
80312,1909,2385,1986,7
80313,1910,2384,2001,7
80314,1913,2389,1975,7
80315,1879,2388,2007,7
80316,1813,2550,2091,4
80317,1972,2374,2129,1
80318,1912,2382,1992,7
80319,1919,2391,2011,7
80320,1885,2316,2008,4
80321,1879,2386,2007,7
80322,1914,2387,2019,7
80323,1918,2389,2039,7
80324,1849,2488,2120,4
80325,1910,2381,2045,7
80326,1871,2375,1972,7
80327,1966,2369,2138,1
80328,1947,2287,2096,5
80329,1897,2381,1963,7
80330,1971,2397,2017,7
80331,1872,2380,2003,7
80332,1928,2412,2023,7
80333,1893,2379,2011,7
80334,1907,2384,1988,7
80335,1797,2477,2012,4
80336,1922,2345,2097,4
80337,1929,2402,2049,7
80338,1912,2386,2036,3
80339,1957,2381,2098,1
80340,1959,2379,2112,1
80341,1872,2382,1970,3
80342,1855,2365,2068,7
80343,1905,2390,2022,7
80344,1965,2374,2125,1
80345,1879,2379,1969,7
80346,1905,2358,2095,7
80347,1893,2383,1971,7
80348,1877,2373,2079,7
80349,1870,2377,1992,7
80350,1969,2377,2115,1
80351,1913,2384,1974,7
80352,1932,2369,2121,7
80353,1970,2373,2120,1
80354,1846,2354,2029,4
80355,1875,2381,1999,7
80356,1892,2379,1999,7
80357,1899,2387,1989,7
80358,1904,2383,1973,7
80359,1874,2305,2086,4
80360,1939,2312,2041,5
80361,1804,2398,2015,4
80362,1869,2379,2003,7
80363,1875,2373,1980,7
80364,1885,2389,1983,3
80365,1933,2387,1996,7
80366,1882,2493,2057,4
80367,1951,2375,2132,1
80368,1981,2369,2134,1
80369,1907,2384,1978,7
80370,1914,2387,2058,7
80371,1911,2288,2033,6
80372,1923,2391,2041,7
80373,1881,2381,1978,3
80374,1944,2398,2051,5
80375,1967,2379,2123,1
80376,1909,2384,2003,7
80377,1876,2380,2004,7
80378,1805,2547,2159,4
80379,1899,2387,1993,7
80380,1881,2384,1993,7
80381,1908,2383,1975,7
80382,1869,2385,2046,4
80383,1916,2385,1995,7
80384,1915,2386,1991,7
80385,1952,2371,2135,7
80386,1944,2370,2082,1
80387,1891,2331,2067,4
80388,1913,2384,1973,7
80389,1902,2378,2080,7
80390,1987,2373,2128,1
80391,1891,2385,1997,7
80392,1888,2380,2067,7
80393,1961,2383,2113,1
80394,1838,2413,2031,4
80395,1933,2387,1990,7
80396,1914,2280,2030,4
80397,1905,2384,1967,7
80398,1882,2331,2060,7
80399,1885,2383,2003,7
80400,1963,2378,2120,1
80401,1913,2389,2027,7
80402,1964,2369,2112,1
80403,1877,2386,1985,3
80404,1904,2378,1973,7
80405,1910,2384,1965,7
80406,1924,2387,1988,7
80407,1903,2377,1970,7
80408,1883,2381,1983,7
80409,1874,2375,2017,7
80410,1900,2383,1973,7
80411,1971,2369,2137,1
80412,1973,2373,2142,1
80413,1974,2365,2120,7
80414,1925,2389,1985,7
80415,1967,2372,2125,1
80416,1926,2390,1996,7
80417,1869,2499,2069,4
80418,1905,2388,1994,7
80419,1946,2377,2098,7
80420,1850,2471,1965,4
80421,1889,2380,1985,7
80422,1914,2390,2035,7
80423,1898,2383,2033,3
80424,1880,2378,1980,3
80425,1805,2350,2087,7
80426,1907,2392,1991,7
80427,1884,2328,2027,4
80428,1972,2365,2020,7
80429,1906,2381,1959,7
80430,1921,2379,2059,7
80431,1863,2374,1989,7
80432,1887,2378,2037,4
80433,1909,2381,1967,7
80434,1967,2375,2118,1
80435,1885,2387,2042,2
80436,1966,2378,2115,1
80437,1903,2383,1969,7
80438,1926,2392,1987,7
80439,1906,2382,2037,3
80440,1898,2328,2022,6
80441,1908,2388,2008,7
80442,1927,2380,2103,7
80443,1898,2383,1978,7
80444,1974,2377,2118,1
80445,1905,2302,2056,4
80446,1877,2510,1963,4
80447,1928,2385,1991,7
80448,1929,2366,2101,7
80449,1908,2384,1983,7
80450,1873,2385,1988,7
80451,1915,2391,2042,7
80452,1911,2408,1980,7
80453,1919,2390,2039,4
80454,1912,2384,1986,7
80455,1910,2385,1999,7
80456,1870,2375,2006,7
80457,1967,2375,2122,1
80458,1958,2377,2089,1
80459,1903,2548,1943,4
80460,1888,2375,2006,7
80461,1896,2382,1990,3
80462,1863,2364,1975,7
80463,1891,2371,2092,7
80464,1913,2391,1980,7
80465,1875,2338,2006,4
80466,1953,2427,2069,1
80467,1782,2414,2049,4
80468,1912,2384,1993,7
80469,1910,2375,2069,7
80470,1996,2411,2062,3
80471,1964,2375,2137,1
80472,1887,2392,2081,7
80473,1870,2369,2071,7
80474,1865,2377,1994,7
80475,1819,2583,2078,4
80476,1899,2394,2124,6
80477,1967,2375,2112,1
80478,1976,2361,2146,1
80479,1931,2259,2076,5
80480,1895,2387,1994,7
80481,1967,2370,2139,1
80482,1861,2338,2020,4
80483,1982,2390,2144,1
80484,1850,2446,2114,4
80485,1910,2387,1992,7
80486,1917,2378,1977,7
80487,1898,2379,2063,7
80488,1922,2386,2071,7
80489,1874,2382,2005,7
80490,1894,2383,2005,3
80491,1902,2387,1992,7
80492,1897,2384,2000,7
80493,1889,2386,1993,7
80494,1862,2251,2023,4
80495,1892,2381,1985,7
80496,1889,2380,2003,7
80497,1895,2261,2087,5
80498,1903,2385,1989,7
80499,1910,2401,2013,7
80500,1885,2375,2084,7
80501,1975,2373,2122,1
80502,1951,2383,2094,1
80503,1891,2382,2019,7
80504,1919,2380,2120,4
80505,1931,2229,2035,4
80506,1958,2384,2093,1
80507,1907,2382,1966,7
80508,1950,2375,2097,1
80509,1893,2377,2060,7
80510,1896,2384,1996,7
80511,1902,2386,1986,7
80512,1916,2372,2113,7
80513,1921,2383,2079,7
80514,1918,2384,1987,7
80515,1908,2310,2048,4
80516,1902,2379,1987,7
80517,1904,2379,1989,7
80518,1850,2511,2172,4
80519,1904,2383,1984,7
80520,1903,2349,2159,1
80521,1902,2386,2011,7
80522,1971,2376,2123,1
80523,1903,2388,2027,3
80524,1889,2383,1973,3
80525,1866,2368,1995,7
80526,1865,2379,1991,7
80527,1950,2371,2021,7
80528,1959,2380,2108,1
80529,1931,2383,2096,7
80530,1917,2386,2028,7
80531,1892,2382,1998,7
80532,1920,2387,2023,7
80533,1967,2366,2131,1
80534,1975,2375,2132,1
80535,1916,2387,2030,7
80536,1897,2384,2029,3
80537,1931,2399,2028,7
80538,2010,2375,2139,1
80539,1890,2385,2009,7
80540,1894,2346,1995,4
80541,1932,2389,2052,7
80542,1865,2382,2011,7
80543,1886,2383,1985,7
80544,1934,2383,2084,7
80545,1872,2401,1953,7
80546,1958,2376,2109,1
80547,1923,2385,2134,7
80548,1971,2368,2145,1
80549,1887,2387,2059,7
80550,1840,2470,2126,4
80551,1872,2379,1977,3
80552,1900,2384,2002,7
80553,1957,2383,2110,1
80554,1968,2379,2104,1
80555,1963,2381,2092,1
80556,1895,2384,2030,3
80557,1894,2348,2038,4
80558,1862,2359,2070,4
80559,1910,2318,2049,4
80560,1971,2370,2121,1
80561,1973,2366,2127,1
80562,1907,2382,1963,7
80563,1875,2343,2004,4
80564,1882,2382,1989,7
80565,1895,2384,2004,7
80566,1887,2382,2001,7
80567,1962,2380,2115,1
80568,1904,2336,2025,7
80569,1845,2355,2057,4
80570,1885,2383,2038,7
80571,1976,2375,2130,1
80572,1966,2410,2011,7
80573,1921,2383,2007,7
80574,1964,2376,2115,1
80575,1905,2383,1970,7
80576,1907,2384,2007,7
80577,1888,2382,2011,7
80578,1879,2379,1985,7
80579,1900,2382,2040,3
80580,1878,2380,1982,7
80581,1904,2385,1993,7
80582,1969,2370,2122,1
80583,1876,2319,2019,4
80584,1810,2577,2028,4
80585,1849,2318,2012,4
80586,1913,2402,2050,7
80587,1883,2386,1991,7
80588,1888,2335,2003,6
80589,1887,2383,1968,6
80590,1897,2378,2055,7
80591,1891,2393,2053,7
80592,1874,2379,1992,7
80593,1876,2374,1981,3
80594,1902,2383,1988,7
80595,1908,2377,2108,7
80596,1935,2291,2078,4
80597,1904,2374,1996,7
80598,1880,2375,2000,7
80599,1961,2377,2119,1
80600,1876,2379,2006,7
80601,1931,2325,2088,5
80602,1931,2389,1999,7
80603,1976,2377,2115,1
80604,1886,2282,2077,5
80605,1882,2386,1985,7
80606,1898,2378,2103,7
80607,1906,2386,2001,7
80608,1878,2380,1982,7
80609,1942,2383,2119,6
80610,1879,2343,1985,4
80611,1895,2381,1975,7
80612,1993,2349,2036,7
80613,1912,2379,2033,4
80614,1971,2380,2118,1
80615,1959,2375,2123,1
80616,1920,2385,2020,7
80617,1830,2362,2123,4
80618,1903,2383,1987,7
80619,1891,2380,1983,7
80620,1880,2386,2020,7
80621,1892,2385,1991,7
80622,1917,2386,1991,7
80623,1813,2375,2051,6
80624,1884,2381,1985,7
80625,1959,2376,2111,1
80626,1962,2373,2119,1
80627,1934,2254,2067,5
80628,1971,2375,2119,1
80629,1847,2541,2116,4
80630,1920,2318,2091,5
80631,1900,2379,2003,7
80632,1872,2372,1983,7
80633,1930,2382,2100,7
80634,1904,2477,1940,4
80635,1971,2369,2138,1
80636,1965,2368,2135,1
80637,1928,2368,2095,2
80638,1891,2382,2017,7
80639,1902,2381,1992,7
80640,1915,2389,1995,7
80641,1866,2380,2001,7
80642,1883,2381,1974,3
80643,1901,2377,2083,7
80644,1838,2411,1962,7
80645,1903,2399,2028,7
80646,1928,2389,1990,7
80647,1883,2460,2111,7
80648,1894,2395,2048,3
80649,1906,2387,2082,1
80650,1872,2333,2003,4
80651,1943,2380,2100,1
80652,1896,2385,2060,7
80653,1893,2381,2005,7
80654,1910,2381,1975,7
80655,1902,2381,1983,7
80656,1877,2384,1992,7
80657,1927,2353,2004,7
80658,1980,2372,2140,1
80659,1915,2383,2033,3
80660,1907,2383,1990,7
80661,1877,2334,2080,6
80662,1901,2401,2002,4
80663,1852,2402,2118,4
80664,1883,2312,2134,5
80665,1962,2379,2115,1
80666,1909,2389,1998,7
80667,1969,2369,2138,1
80668,1911,2383,1975,7
80669,1920,2389,2047,7
80670,1969,2372,2115,1
80671,1937,2381,2087,7
80672,1968,2387,2035,7
80673,1846,2353,2038,4
80674,1887,2381,2013,7
80675,1936,2265,2048,4
80676,1838,2577,2035,6
80677,1992,2391,2059,7
80678,1898,2372,2098,7
80679,1961,2378,2111,1
80680,1876,2384,2031,4
80681,1893,2379,2157,1
80682,1876,2385,2125,7
80683,1933,2399,1979,7
80684,1979,2377,2119,1
80685,1903,2522,1979,4
80686,1917,2317,2005,6
80687,1959,2375,2113,1
80688,1886,2383,1984,7
80689,1871,2377,2003,7
80690,1870,2381,1996,7
80691,1957,2369,2112,1
80692,1891,2389,1998,3
80693,1880,2380,2008,7
80694,1883,2384,1984,7
80695,1916,2383,1994,7
80696,1872,2387,1981,7
80697,1897,2372,1958,7
80698,1953,2375,2107,1
80699,1896,2378,2066,7
80700,1894,2388,2029,3
80701,1888,2388,2009,7
80702,1973,2369,2135,1
80703,1900,2384,1970,7
80704,1900,2350,1998,7
80705,1821,2415,2018,4
80706,1901,2384,1996,7
80707,1932,2409,2127,4
80708,1908,2341,2007,7
80709,1896,2452,2030,4
80710,1878,2381,2012,7
80711,1899,2470,1978,4
80712,1926,2384,2059,7
80713,1854,2438,2035,7
80714,1973,2366,2144,1
80715,1884,2381,1998,7
80716,1908,2387,2011,7
80717,1903,2382,2039,3
80718,1877,2378,2075,7
80719,1970,2369,2122,1
80720,1949,2239,2036,4
80721,1982,2368,2116,1
80722,1901,2389,2050,7
80723,1926,2366,2142,4
80724,1886,2378,2080,7
80725,1883,2253,2026,4
80726,1876,2513,2027,4
80727,1890,2380,1978,7
80728,1973,2370,2125,1
80729,1966,2367,2141,1
80730,1902,2402,1991,7
80731,1930,2353,2115,4
80732,1968,2378,2128,1
80733,1907,2385,2000,7
80734,1860,2371,2007,4
80735,1902,2385,1990,7
80736,1905,2384,1966,7
80737,1902,2389,1979,7
80738,1965,2377,2110,1
80739,1890,2395,2028,4
80740,1860,2367,2038,4
80741,1882,2351,2012,4
80742,2023,2364,2165,4
80743,1893,2359,2049,7
80744,1903,2397,1965,7
80745,1970,2368,2141,1
80746,1896,2384,2031,3
80747,1928,2387,2102,7
80748,1904,2389,2002,7
80749,1885,2380,2020,7
80750,1889,2392,1975,3
80751,1978,2375,2107,1
80752,1883,2384,1998,7
80753,1905,2385,1982,7
80754,1914,2346,1996,5
80755,1878,2375,1974,7
80756,1895,2383,1961,7
80757,1962,2379,2119,1
80758,1962,2375,2109,1
80759,1873,2380,2012,7
80760,1948,2386,2092,1
80761,1889,2385,1993,7
80762,1899,2307,2035,4
80763,1908,2386,1978,7
80764,1893,2372,2098,7
80765,1876,2369,2019,4
80766,1907,2323,2226,5
80767,1914,2332,2079,4
80768,1911,2301,2029,4
80769,1895,2383,1965,7
80770,1847,2483,2025,6
80771,1922,2388,2021,7
80772,1946,2381,2099,1
80773,1967,2375,2132,1
80774,1888,2374,2040,7
80775,1876,2331,2053,4
80776,1909,2388,1993,7
80777,1896,2341,1997,7
80778,1971,2301,2165,2
80779,1961,2379,2109,1
80780,1863,2303,1967,4
80781,1898,2385,1981,7
80782,1910,2375,2112,7
80783,1919,2389,1993,7
80784,1880,2381,1994,7
80785,1893,2382,1964,7
80786,1963,2377,2123,1
80787,1902,2280,2087,5
80788,1915,2376,2014,7
80789,1903,2382,1975,7
80790,1992,2366,2130,1
80791,1837,2403,2021,4
80792,1931,2379,2032,3
80793,1955,2385,2113,1
80794,1960,2374,2107,1
80795,1904,2386,1976,7
80796,1891,2384,1964,3
80797,1780,2492,2096,5
80798,1909,2384,1989,7
80799,1886,2379,1982,7
80800,1871,2375,1962,6
80801,1898,2391,1990,7
80802,1892,2385,1970,7
80803,1884,2379,1977,7
80804,1974,2373,2120,1
80805,1821,2535,2031,4
80806,1953,2373,2109,1
80807,1884,2383,2019,7
80808,1904,2387,2003,7
80809,1919,2393,2031,7
80810,1823,2446,2044,4
80811,1889,2491,1992,4
80812,1904,2385,1964,7
80813,1969,2372,2129,1
80814,1961,2380,2127,1
80815,1879,2392,2048,4
80816,1904,2390,2000,7
80817,1885,2381,1963,3
80818,1909,2390,1993,7
80819,1890,2386,2008,7
80820,1895,2339,2001,4
80821,1905,2387,1967,7
80822,1877,2382,1985,3
80823,1892,2269,1996,4
80824,1848,2292,2055,4
80825,1963,2377,2111,1
80826,1823,2386,2033,4
80827,1912,2386,1989,7
80828,1909,2382,1965,7
80829,1930,2280,2055,4
80830,1963,2354,2180,4
80831,1874,2375,2011,7
80832,1878,2382,1987,7
80833,1885,2375,2095,7
80834,1967,2378,2114,1
80835,1907,2384,2002,5
80836,1908,2420,2040,4
80837,1910,2386,1973,7
80838,1916,2388,1980,7
80839,1883,2390,1973,7
80840,1911,2384,1999,7
80841,1897,2379,2022,4
80842,1895,2383,1995,7
80843,1920,2384,2053,7
80844,1906,2384,1965,7
80845,1885,2382,1975,7
80846,1911,2389,2078,7
80847,1907,2249,2039,4
80848,1898,2386,1995,7
80849,1925,2372,2122,7
80850,1880,2385,2029,7
80851,1886,2381,2064,7
80852,1899,2314,2045,4
80853,1969,2371,2112,1
80854,1906,2384,1980,7
80855,1948,2378,2104,1
80856,1923,2386,2119,4
80857,1916,2385,1993,7
80858,1888,2385,2017,7
80859,1969,2377,2122,1
80860,1903,2281,1975,4
80861,1906,2380,1977,7
80862,1941,2356,2032,1
80863,1902,2385,1973,7
80864,1897,2387,1980,7
80865,1911,2388,1971,7
80866,2059,2360,2217,1
80867,1876,2354,2143,1
80868,1891,2253,2016,4
80869,1907,2392,1987,7
80870,1955,2382,2103,1
80871,1898,2399,2040,7
80872,1897,2385,1994,7
80873,1851,2505,2097,4
80874,1908,2427,2120,7
80875,1964,2373,2119,1
80876,1895,2386,2029,3
80877,1887,2381,1989,7
80878,1904,2380,2067,7
80879,1875,2381,2007,7
80880,1916,2388,1992,7
80881,1895,2385,1999,7
80882,1895,2385,2002,7
80883,1835,2303,2042,4
80884,1899,2382,1993,7
80885,1981,2379,2122,1
80886,1911,2367,2080,7
80887,1878,2365,2043,4
80888,1867,2383,1986,3
80889,1908,2384,1979,7
80890,1928,2525,2007,4
80891,1974,2378,2119,1
80892,1975,2378,2132,1
80893,1914,2382,1978,7
80894,1835,2467,2046,4
80895,1903,2313,2045,6
80896,1868,2381,1993,7
80897,1862,2411,2035,7
80898,1818,2399,2050,4
80899,1857,2465,1982,4
80900,1916,2295,2023,4
80901,1905,2387,2007,7
80902,1973,2373,2117,1
80903,1967,2377,2120,1
80904,1870,2365,1984,7
80905,1945,2285,2027,4
80906,1908,2387,1995,7
80907,1880,2381,1988,3
80908,1960,2381,2095,1
80909,1892,2385,1972,3
80910,1871,2378,2001,7
80911,1892,2385,2045,7
80912,1892,2385,1991,3
80913,1922,2380,2114,7
80914,1909,2387,1992,7
80915,1911,2382,1970,7
80916,1916,2388,1977,7
80917,1888,2381,2009,7
80918,1852,2345,2025,4
80919,1895,2381,1970,7
80920,1971,2369,2130,1
80921,1973,2370,2117,1
80922,1904,2383,1973,7
80923,1955,2383,2091,1
80924,1912,2384,1982,7
80925,1913,2382,2032,4
80926,1926,2379,2094,7
80927,1820,2342,1883,7
80928,1895,2382,1995,7
80929,1775,2322,2038,4
80930,1964,2386,2114,1
80931,1897,2381,1969,7
80932,1901,2379,1989,7
80933,1911,2386,1987,7
80934,1879,2378,1977,7
80935,1965,2369,2131,1
80936,1910,2384,2020,7
80937,1821,2422,2028,4
80938,1917,2386,1976,7
80939,1922,2394,1992,7
80940,1863,2416,2007,4
80941,1877,2402,1997,7
80942,1894,2381,1966,7
80943,1969,2381,2113,1
80944,1864,2354,2132,2
80945,1907,2387,1972,7
80946,1875,2382,1996,7
80947,1977,2382,2036,7
80948,1908,2390,2035,7
80949,1889,2369,2070,7
80950,1973,2370,2117,1
80951,1891,2371,2079,7
80952,1879,2378,2081,7
80953,1907,2385,1971,7
80954,1966,2375,2123,1
80955,1899,2425,2088,4
80956,1888,2393,1967,7
80957,1800,2347,2043,7
80958,1848,2589,2072,4
80959,1995,2355,2079,7
80960,1898,2393,2026,7
80961,1965,2378,2111,1
80962,1978,2373,2123,1
80963,1913,2385,1968,7
80964,1871,2382,1977,3
80965,1911,2387,2003,7
80966,1963,2375,2132,1
80967,1968,2390,2065,1
80968,1788,2439,1971,4
80969,1879,2383,1998,7
80970,1879,2364,2041,7
80971,1874,2331,2097,4
80972,1975,2372,2123,1
80973,1972,2367,2140,1
80974,1968,2368,2132,1
80975,1923,2381,2102,7
80976,1916,2385,1986,7
80977,1902,2382,1993,7
80978,1895,2439,2124,4
80979,1852,2570,1952,4
80980,1966,2376,2116,1
80981,1892,2293,2033,4
80982,1968,2375,2116,1
80983,1878,2383,1981,6
80984,1922,2391,2007,7
80985,1983,2365,2147,1
80986,1915,2395,1995,7
80987,1978,2383,1984,7
80988,1899,2257,2023,4
80989,1913,2393,2000,7
80990,1964,2385,2088,1
80991,1880,2375,2079,7
80992,1968,2369,2127,1
80993,1883,2381,1998,7
80994,1909,2393,2033,3
80995,1911,2389,1973,7
80996,1913,2515,2025,4
80997,1903,2380,1975,7
80998,1911,2385,1977,7
80999,1901,2406,2059,4
81000,1976,2370,2126,1
81001,1897,2382,2013,7
81002,1896,2395,1980,7
81003,1905,2393,2098,4
81004,1979,2371,2129,6
81005,1952,2534,1997,4
81006,1914,2394,2130,4
81007,1889,2383,1995,7
81008,1846,2540,2088,4
81009,1902,2323,2013,4
81010,1959,2369,2110,1
81011,1903,2410,2025,6
81012,1972,2376,2116,1
81013,1880,2379,1990,3
81014,1897,2383,1977,7
81015,1880,2376,1990,7
81016,1890,2385,1999,7
81017,1885,2378,2045,7
81018,1933,2387,2079,1
81019,1946,2383,2100,1
81020,1889,2389,2013,7
81021,1920,2387,2070,7
81022,1882,2378,1993,7
81023,1873,2379,2004,7
81024,1866,2344,2040,7
81025,1907,2390,1995,7
81026,1910,2382,1985,7
81027,1811,2418,2025,4
81028,1886,2351,2027,4
81029,1843,2344,2091,4
81030,1973,2377,2171,7
81031,1909,2385,1962,7
81032,1849,2555,2105,4
81033,1951,2370,2083,4
81034,1903,2385,1966,7
81035,1912,2383,1980,7
81036,1964,2379,2103,1
81037,1892,2388,1986,3
81038,1910,2446,2251,5
81039,1903,2375,1977,7
81040,1973,2375,2118,1
81041,1899,2415,2040,7
81042,1888,2518,1925,4
81043,1967,2366,2135,1
81044,1889,2380,2061,7
81045,1904,2387,2007,5
81046,1928,2383,2087,7
81047,1874,2377,2004,7
81048,1924,2557,1988,4
81049,1955,2377,2119,1
81050,1921,2308,2035,4
81051,1910,2383,1993,7
81052,1899,2383,2082,7
81053,1891,2381,2015,3
81054,1976,2377,2109,1
81055,1874,2381,1996,7
81056,1909,2387,1983,7
81057,1971,2369,2137,1
81058,1888,2380,1994,7
81059,1885,2378,1983,3
81060,1896,2389,2028,4
81061,1918,2383,2051,7
81062,1907,2391,2003,7
81063,1903,2388,1969,7
81064,1874,2375,2000,7
81065,1883,2366,2079,7
81066,1906,2377,2002,7
81067,1892,2383,2003,7
81068,1874,2323,2006,4
81069,1893,2384,2063,7
81070,1910,2383,1970,7
81071,1951,2378,2120,1
81072,1871,2381,1994,7
81073,1911,2387,1995,7
81074,1890,2385,2036,3
81075,1907,2383,1965,7
81076,1872,2377,2009,7
81077,1891,2377,1990,7
81078,1903,2438,2088,4
81079,1963,2380,2114,1
81080,1877,2380,2009,7
81081,1902,2310,2016,4
81082,1893,2385,2009,3
81083,1891,2378,1996,7
81084,1926,2384,1989,7
81085,1887,2288,2019,3
81086,1971,2377,2107,1
81087,1970,2378,2118,1
81088,1906,2342,2162,1
81089,1899,2346,2163,4
81090,1883,2380,1990,7
81091,1979,2378,2127,1
81092,1871,2379,1993,7
81093,1968,2375,2131,1
81094,1920,2399,2136,4
81095,1889,2287,2064,4
81096,1880,2378,2084,7
81097,1926,2395,2020,7
81098,1901,2385,1999,7
81099,1899,2383,1975,7
81100,1931,2373,2088,7
81101,1868,2374,1999,7
81102,1923,2525,2005,4
81103,1929,2531,2182,5
81104,1907,2386,1992,7
81105,1950,2411,2069,7
81106,1971,2364,2141,1
81107,1894,2383,2028,4
81108,1954,2381,2112,1
81109,1967,2377,2106,1
81110,1895,2382,2069,7
81111,1909,2387,1970,7
81112,1923,2405,2061,7
81113,1930,2388,2050,7
81114,1894,2361,2164,1
81115,1908,2384,1991,7
81116,1972,2375,2125,1
81117,1951,2377,2095,1
81118,1968,2376,2104,1
81119,1880,2375,2114,4
81120,1868,2372,2039,7
81121,1906,2382,1969,7
81122,1967,2373,2124,1
81123,1969,2369,2132,1
81124,1908,2381,1973,7
81125,1942,2361,2007,5
81126,1895,2390,2029,3
81127,1928,2366,2092,7
81128,1972,2378,2114,1
81129,1930,2377,2118,7
81130,1963,2369,2131,1
81131,1972,2371,2136,1
81132,1900,2359,2038,4
81133,1971,2378,2115,1
81134,1925,2341,2023,7
81135,1965,2375,2138,1
81136,1978,2357,2157,1
81137,1973,2375,2131,1
81138,1897,2330,2092,4
81139,1912,2384,1985,7
81140,1927,2393,2025,7
81141,1920,2381,2048,7
81142,1907,2385,1982,7
81143,1891,2381,2028,3
81144,1889,2325,1990,4
81145,1969,2370,2136,1
81146,1961,2372,2116,1
81147,1868,2420,2011,4
81148,1868,2368,2008,7
81149,1894,2371,2130,4
81150,1895,2387,2000,7
81151,1973,2378,2127,1
81152,1967,2374,2118,1
81153,1911,2390,2077,7
81154,1869,2294,2016,4
81155,1897,2383,2089,7
81156,1885,2336,2032,3
81157,1897,2296,2003,4
81158,1909,2267,2050,4
81159,1879,2371,1995,7
81160,1909,2314,2037,6
81161,1904,2388,1969,7
81162,1867,2352,2033,4
81163,1962,2418,1970,7
81164,1889,2379,1990,7
81165,1872,2375,1990,7
81166,1950,2383,2100,1
81167,1859,2355,2080,4
81168,1872,2372,1982,3
81169,1971,2375,2124,1
81170,1895,2320,2041,4
81171,1972,2374,2126,1
81172,1951,2385,2101,1
81173,1891,2383,1997,7
81174,1882,2385,1981,7
81175,1885,2376,2089,7
81176,1881,2364,2009,2
81177,1907,2386,2006,7
81178,1884,2386,2030,3
81179,1982,2379,2122,1
81180,1909,2386,1985,7
81181,1855,2329,2005,4
81182,1833,2580,1973,4
81183,1888,2381,1994,7
81184,1874,2368,2099,7
81185,1951,2408,2049,7
81186,1933,2401,2095,7
81187,1872,2383,1976,3
81188,1907,2380,1972,7
81189,1960,2378,2107,1
81190,1877,2371,1980,3
81191,1947,2380,2089,1
81192,1886,2377,1993,7
81193,1915,2389,1991,7
81194,1812,2447,2035,4
81195,1900,2392,2011,7
81196,1935,2377,2107,7
81197,1905,2385,2005,7
81198,1963,2282,1997,4
81199,1893,2387,2008,7
81200,1902,2389,1993,7
81201,1907,2383,1985,7
81202,1976,2364,2156,1
81203,1902,2362,2095,2
81204,1952,2381,2103,1
81205,1923,2272,2038,4
81206,1909,2381,1972,7
81207,1902,2381,1990,7
81208,1955,2380,2111,7
81209,1971,2373,2121,1
81210,1873,2285,2030,4
81211,1915,2385,1986,7
81212,1871,2379,2007,7
81213,1868,2320,2032,4
81214,1869,2513,1962,4
81215,1872,2383,2005,7
81216,1823,2579,2111,4
81217,1946,2366,2140,7
81218,1910,2479,2113,5
81219,1809,2467,2070,4
81220,1884,2586,2085,4
81221,1863,2460,2092,4
81222,1922,2390,1991,7
81223,1907,2392,2024,7
81224,1881,2379,1986,3
81225,1931,2360,2134,1
81226,1967,2366,2138,1
81227,1956,2376,2109,1
81228,1918,2380,2058,7
81229,1824,2368,2080,4
81230,1864,2353,2099,1
81231,1886,2381,1996,7
81232,1925,2391,2011,7
81233,1976,2365,2139,1
81234,1966,2370,2134,1
81235,1973,2366,2148,1
81236,1909,2287,2048,4
81237,1977,2376,2129,1
81238,1876,2375,2071,7
81239,1863,2299,2007,4
81240,1815,2422,2177,4
81241,1907,2383,1971,7
81242,1885,2380,1978,7
81243,1908,2389,1983,7
81244,1971,2373,2135,1
81245,1879,2380,1995,7
81246,1893,2389,1995,7
81247,1951,2382,2110,1
81248,1908,2381,1973,7
